"first","company","address","city"
"Mr Monroe Vanfleet","Grannys Ponyexpress Stuff","801 W 3rd Street","Alturas CA 96101"
"Mr Nam C Vanmeter","Grannys Ponyexpress Stuff","210 E Mcdowell Avenue","Alturas CA 96101"
"Mr Nicholas Vansickle","Grannys Ponyexpress Stuff","400 Josephine Street","Alturas CA 96101"
"Mr Norbert S Vanskiver","Grannys Ponyexpress Stuff","500 Mill Street","Alturas CA 96101"
"Mr Normand O Varden","Grade School","600 S East Street","Alturas CA 96101"
"Mr Orwynne E Vasconcells","Grace Lutheran Church","300 Riverside Street","Alturas CA 96101"
"Mr Paul Vasileva","Glenn Oppenheim Cpa","501 N Main Street","Alturas CA 96101"
"Mr Paul A Vecchioni","Glasseyed Dentist Inc.","1401 W Fourth Street","Alturas CA 96101"
"Mr Paul T Vecchioni","Girls & Boys Club","301 E 7th Street","Alturas CA 96101"
"Mr Paul W Vermette","Girls & Boys Club","101 W Modoc Street","Alturas CA 96101"
"Mr Paul W Vestal","Girls & Boys Club","501 N East B Street","Alturas CA 96101"
"Mr Peter R Via","Geophysics And Earthworm Lab","101 E Carlos Street","Alturas CA 96101"
"Mr Philip P Vincent","Geophysics And Earthworm Lab","900 N East D Street","Alturas CA 96101"
"Mr Ralph D Vogel","Geophysics And Earthworm Lab","101 Glen Street","Alturas CA 96101"
"Mr Ralph W Vogel","Geophysics And Earthworm Lab","500 N East A Street","Alturas CA 96101"
"Mr Ray Vogt","Geodetic Systems Inc.","1000 N East D Street","Alturas CA 96101"
"Mr Raymond A Vojik","Geodetic Systems Inc.","600 E 5th Street","Alturas CA 96101"
"Mr Raymond A W","Geodetic Systems Inc.","700 W Carlos Street","Alturas CA 96101"
"Mr Raymond R W","Garry & Garry","1100 W Fourth Street","Alturas CA 96101"
"Mr Richard W","Ganem & Ganem","401 N Court Street","Alturas CA 96101"
"Mr Richard A W","Gails Nanoseconds Inc.","240 N Main Street","Alturas CA 96101"
"Mr Richard B W","Gails Nanoseconds Inc.","601 W 1st Street","Alturas CA 96101"
"Mr Richard E W","Gails Nanoseconds Inc.","101 N Caldwell Street","Alturas CA 96101"
"Mr Richard G W","Gails Nanoseconds Inc.","501 Josephine Street","Alturas CA 96101"
"Mr Richard M W","Gails Limo Service","700 W 1st Street","Alturas CA 96101"
"Mr Richard W W","Gails Limo Service","401 E North Street","Alturas CA 96101"
"Mr Richard W W","Gails Greenhouse Grocer Inc.","101 S Caldwell Street","Alturas CA 96101"
"Mr Richard W W","Gails Greenhouse Grocer Inc.","200 N East Street","Alturas CA 96101"
"Mr Richard W W","Gails Greenhouse Grocer Inc.","900 Henderson Street","Alturas CA 96101"
"Mr Rinhold R W","Gails Greenhouse Grocer Inc.","300 Forrest Avenue","Alturas CA 96101"
"Mr Robert W 3rd","Gails Greenhouse Grocer Inc.","601 N East Street","Alturas CA 96101"
"Mr Robert A Waclawski","Gails Greenhouse Grocer Inc.","300 N Main Street","Alturas CA 96101"
"Mr Robert A Waclawski","Gails Greenhouse Grocer Inc.","400 E North Street","Alturas CA 96101"
"Mr Robert B Waddell","Gails Grand Ole Pianos","600 Mill Street","Alturas CA 96101"
"Mr Robert E Wade","Gails Galley","700 E 5th Street","Alturas CA 96101"
"Mr Robert E Wagenfer","Gails Galley","278 E Fourth Street","Alturas CA 96101"
"Mr Robert F Wagner","Gails Galley","1201 W 6th Street","Alturas CA 96101"
"Mr Robert F Wagner","Gails Galley","1800 N Court Street","Alturas CA 96101"
"Mr Robert G Wagner","Gails Galley","500 E 2nd Street","Alturas CA 96101"
"Mr Robert G Wagner","Gails Galley","701 Bonner Street","Alturas CA 96101"
"Mr Robert H Wahlhaupter","Gails Galley","100 E 3rd Street","Alturas CA 96101"
"Mr Robert H Wainright","Freeman","201 E 8th Street","Alturas CA 96101"
"Mr Robert I Walden","Frank Exterminating Co","301 S Estes Street","Alturas CA 96101"
"Mr Robert J Waldon","Frank Exterminating Co","100 Glen Street","Alturas CA 96101"
"Mr Robert L Waldvogel","Frank Exterminating Co","601 N Main Street","Alturas CA 96101"
"Mr Robert T Walguarnery","Foxtrot Farmers Shoes","101 S Main Street","Alturas CA 96101"
"Mr Robert V Walker","Foxtrot Farmers Shoes","600 E 7th Street","Alturas CA 96101"
"Mr Robert W Walker","Foxtrot Farmers Shoes","501 Bonner Street","Alturas CA 96101"
"Mr Rodney H Walker","Foot Store","700 Smyth Street","Alturas CA 96101"
"Mr Roger L Walker","Flying Dutchman Mail Boys","600 W 3rd Street","Alturas CA 96101"
"Mr Roland R Wallace","Flying Dutchman Mail Boys","900 W 1st Street","Alturas CA 96101"
"Mr Roy E Wallace","Florences Flossy Flotation Filters Inc.","301 E 8th Street","Alturas CA 96101"
"Mr Roy G Wallis","Florences Flossy Flotation Filters Inc.","501 E Fourth Street","Alturas CA 96101"
"Mr Russell B Walston","Florences Flossy Flotation Filters Inc.","201 N Howard Street","Alturas CA 96101"
"Mr Russell M Walter","Floor And Wall Center","501 N East Street","Alturas CA 96101"
"Mr Samuel R Walter","First Federal Savings","500 W Fourth Street","Alturas CA 96101"
"Mr Soon Y Walter","First Advantage Mortgage","700 N East Street","Alturas CA 96101"
"Mr Stanley A Walters","First Advantage Mortgage","600 Bonner Street","Alturas CA 96101"
"Mr Stephen Walton","Feet To Toe Shoe Store","1101 W Fourth Street","Alturas CA 96101"
"Mr Stephen J Walton","Feet To Toe Shoe Store","200 E 3rd Street","Alturas CA 96101"
"Mr Steve Wanzie","Feet To Toe Shoe Store","500 N East B Street","Alturas CA 96101"
"Mr Steven Ward","Feet To Toe Shoe Store","200 E Fourth Street","Alturas CA 96101"
"Mr Steven B Ward","Feet To Toe Shoe Store","310 W 2nd Street Apt 1","Alturas CA 96101"
"Mr Steven P Ward","Feet To Toe Shoe Store","1801 N Court Street","Alturas CA 96101"
"Mr Theodore J Ward","Faith Luthern Church","701 E 6th Street","Alturas CA 96101"
"Mr Thomas H Warden","Enterprise Mud Sports","701 N East B Street","Alturas CA 96101"
"Mr Thomas M Wareing","Emerald Heights","601 W Fourth Street","Alturas CA 96101"
"Mr Thomas S Warfel","Emerald Heights","500 E 5th Street","Alturas CA 96101"
"Mr Thomas W Warfield","Emerald Heights","301 E 3rd Street","Alturas CA 96101"
"Mr Timothy L Warner","El Comandante","346 N Main Street","Alturas CA 96101"
"Mr Timothy S Warnick","Ee Green Apts","101 N Cedar Street","Alturas CA 96101"
"Mr Vernon G Warnick","Eagan & Stone","900 W 3rd Street","Alturas CA 96101"
"Mr Vernon V Warren","Dunsmuir High School","1200 W 6th Street","Alturas CA 96101"
"Mr Victor E Wasarhelyi","Dula Office Cen","601 E 8th Street","Alturas CA 96101"
"Mr Victor G Wascak","Dula Office Cen","345 N Main Street","Alturas CA 96101"
"Mr Vincent Waskey","Duhon Bros Oil Co","400 N East C Street","Alturas CA 96101"
"Mr Vincent W Wasmus","Duhon Bros Oil Co","1400 N East Street","Alturas CA 96101"
"Mr Warren E Wasmus","Doyle & Cotter","601 Henderson Street","Alturas CA 96101"
"Mr Warren G Watchko","Dover Heights","701 W 1st Street","Alturas CA 96101"
"Mr Warren W Watkins","Dobbs & Brinkman","400 W 1st Street","Alturas CA 96101"
"Mr Warren W Watson","Dobbs & Brinkman","501 N East D Street","Alturas CA 96101"
"Mr Wayne Watt","Dixies Daisys Flower Service","400 N East Street","Alturas CA 96101"
"Mr Wayne B Watts","Dixies Daisys Flower Service","401 E 3rd Street","Alturas CA 96101"
"Mr Willard M Watts","Dielectric Sensors Inc.","1001 W 3rd Street","Alturas CA 96101"
"Mr William Watts","Dielectric Sensors Inc.","201 E 1st Street","Alturas CA 96101"
"Mr William A Watts","Diamond Bar Mobile Estate","600 S Main Street","Alturas CA 96101"
"Mr William B Watts","Devoe Travel Serv","500 E Fourth Street","Alturas CA 96101"
"Mr William C Waybright","De Paul Apts","300 W 3rd Street","Alturas CA 96101"
"Mr William E Waybright","David & Linda Hammond","200 W Fourth Street","Alturas CA 96101"
"Mr William F Weaver","David & Linda Hammond","1301 N East B Street","Alturas CA 96101"
"Mr William H Weaver","Daven Drugs","500 N East Street","Alturas CA 96101"
"Mr William J Weaver","Crestview Square","601 Mill Street","Alturas CA 96101"
"Mr William J Weaver","Crestview Square","1201 W Carlos Street","Alturas CA 96101"
"Mr William J Webber","Crestview Square","500 Us Highway 395 E","Alturas CA 96101"
"Mr William L Weber","Creenwood Creek","1101 W 3rd Street","Alturas CA 96101"
"Mr William M Weber","Coton Exchange Bldg","700 N Court Street","Alturas CA 96101"
"Mr William N Webster","Connelly Bldg","301 N Danhauser Street","Alturas CA 96101"
"Mr William S Webster","Cond Golden Tower","1000 N East A Street","Alturas CA 96101"
"Mr William T Weedon","Concave Concatenation Lab","301 N Howard Street","Alturas CA 96101"
"Mr Zachary P Weeks","Concave Concatenation Lab","300 S Danhauser Street","Alturas CA 96101"
"Mrs Rhonda L Weidenhoft","Cominiques Boutique","401 N East C Street","Alturas CA 96101"
"Ms Alice P Weider","Cominiques Boutique","101 N East B Street","Alturas CA 96101"
"Ms Amy L Weidner","Colonial Prof","400 E Twelfth Street","Alturas CA 96101"
"Ms Anna E Weiland","Colonial Prof","601 Bonner Street","Alturas CA 96101"
"Ms Annette Weinhold","Colonial Prof","401 E Twelfth Street","Alturas CA 96101"
"Ms April A Weinkam","Colonial Prof","100 W Modoc Street","Alturas CA 96101"
"Ms Barbara D Weir","Colonial Apts","400 E 6th Street","Alturas CA 96101"
"Ms Barbara L Weiss","Coffee And Pizza Cafe","100 E 13th Street","Alturas CA 96101"
"Ms Barbara M Welch","Coffee And Pizza Cafe","301 N East Street","Alturas CA 96101"
"Ms Beth A Weller","Coffee And Pizza Cafe","400 E Twelfth Street","Alturas CA 96101"
"Ms Betty G Wellford","Coffee And Pizza Cafe","300 N Danhauser Street","Alturas CA 96101"
"Ms Beverly M Wengert","Coffee And Pizza Cafe","101 E 3rd Street","Alturas CA 96101"
"Ms Blanche S Wenner","Co Ag Agent","101 W Fourth Street","Alturas CA 96101"
"Ms Bonnie A Wentker","Clunk And Moushey","401 E 2nd Street","Alturas CA 96101"
"Ms Brenda M Wenzel","Clunk And Moushey","600 N Court Street","Alturas CA 96101"
"Ms Cassandra L West","Chula Vista Mobile Park","600 N Main Street","Alturas CA 96101"
"Ms Catherine J West","Christinas Real Estate","400 E 3rd Street","Alturas CA 96101"
"Ms Charlotte A Westcott","Christinas Real Estate","500 Josephine Street","Alturas CA 96101"
"Ms Charlotte G Westervelt","Christinas Real Estate","300 W Fourth Street","Alturas CA 96101"
"Ms Dawn C Whang","Charles Loquacious Literature","101 E Modoc Street","Alturas CA 96101"
"Ms Dawn M Wheatley","Charles Loquacious Literature","201 N Cedar Street","Alturas CA 96101"
"Ms Deborah A Whisman","Charles Loquacious Literature","301 E 5th Street","Alturas CA 96101"
"Ms Deborah L White","Charles Loquacious Literature","1100 N Court Street","Alturas CA 96101"
"Ms Debra L White","Charles Loquacious Literature","700 N East A Street","Alturas CA 96101"
"Ms Diana L White","Charles Loquacious Literature","400 E Twelfth Street Apt 12","Alturas CA 96101"
"Ms Dolores P White","Chans Glasses","225 W Mcdowell Avenue","Alturas CA 96101"
"Ms Donna L White","Chans Glasses","1001 W 1st Street","Alturas CA 96101"
"Ms Dorothy R White","Chadwick School","300 Smyth Street","Alturas CA 96101"
"Ms Edith L White","Central Plaza","1401 Kemble Street","Alturas CA 96101"
"Ms Elizabeth R White","Cash & Carry","400 Smyth Street","Alturas CA 96101"
"Ms Elsie E White","Casey & Hayes","101 S Estes Street","Alturas CA 96101"
"Ms Frances White","Casa Hermosa Apts","1200 N Court Street","Alturas CA 96101"
"Ms Frances M White","Casa Hermosa Apts","100 S East Street","Alturas CA 96101"
"Ms Gerda H Whitehead","Cars And Shingles Truck Stop","100 W 1st Street","Alturas CA 96101"
"Ms Grace M Whitlock","Cars And Shingles Truck Stop","1300 W 6th Street","Alturas CA 96101"
"Ms Hilda E Wickless","Cars And Shingles Truck Stop","1100 N East B Street","Alturas CA 96101"
"Ms Irma I Widener","Carpenter Village","1300 N East B Street","Alturas CA 96101"
"Ms Jacqueline G Widlake","Carolina Housing","501 Short Street","Alturas CA 96101"
"Ms Jacqueline G Widmaier","Carolina Housing","300 N Cedar Street","Alturas CA 96101"
"Ms Jacquelyn B Wiebking","Carls Flowers","1901 N East Street","Alturas CA 96101"
"Ms Janice L Wiechman","Carl Gilliland","600 Henderson Street","Alturas CA 96101"
"Ms Jeanette M Wiemann","Calle Ulises Ortiz","401 E Fourth Street","Alturas CA 96101"
"Ms Joan A Wieser","California Hills Apartments","501 E 6th Street","Alturas CA 96101"
"Ms Josephine M Wilber","Bugseed And Leghorns Inc.","500 E 6th Street","Alturas CA 96101"
"Ms Julie A Wilcox","Bugseed And Leghorns Inc.","400 E 5th Street","Alturas CA 96101"
"Ms Jung H Wilcoxon","Bugseed And Leghorns Inc.","701 N Court Street","Alturas CA 96101"
"Ms Karen A Wilder","Bugseed And Leghorns Inc.","400 E 2nd Street","Alturas CA 96101"
"Ms Karen L Wilder","Bugseed And Leghorns Inc.","100 N Estes Street","Alturas CA 96101"
"Ms Kathleen A Wilder","Brookside Trailer Park","200 N Estes Street","Alturas CA 96101"
"Ms Kerry D Wildt","Braddock Gardens","401 N Main Street","Alturas CA 96101"
"Ms Klarissa D Wiley","Braddock Gardens","204 S Court Street","Alturas CA 96101"
"Ms Kristie L Wilfong","Braddock Gardens","501 E 7th Street","Alturas CA 96101"
"Ms Laura L Willats","Braddock Gardens","300 E Fourth Street","Alturas CA 96101"
"Ms Lillian J Willey","Brach Candy","1100 W 3rd Street","Alturas CA 96101"
"Ms Linda T Willey","Brach Candy","401 E Modoc Street","Alturas CA 96101"
"Ms Lisa A Willey","Bookstore For Amoebas Inc.","300 N East Street","Alturas CA 96101"
"Ms Lisa A Williams","Bookstore For Amoebas Inc.","400 N East D Street","Alturas CA 96101"
"Ms Lisa C Williams","Bookstore For Amoebas Inc.","500 Short Street","Alturas CA 96101"
"Ms Lisa M Williams","Bookstore For Amoebas Inc.","200 E 2nd Street","Alturas CA 96101"
"Ms Loralee F Williams","Bookstore For Amoebas Inc.","300 E 6th Street","Alturas CA 96101"
"Ms Lucy E Williams","Bookstore For Amoebas Inc.","401 E Twelfth Street","Alturas CA 96101"
"Ms Marcella M Williams","Bobs Bicycles On The Square","701 W 3rd Street","Alturas CA 96101"
"Ms Margareta M Williams","Bobs Bicycles On The Square","400 E 7th Street","Alturas CA 96101"
"Ms Marian E Williams","Bobs Bicycles On The Square","602 S East Street","Alturas CA 96101"
"Ms Marianne T Williams","Board Of Health","400 N Court Street","Alturas CA 96101"
"Ms Mary A Williams","Board Of Health","401 E Twelfth Street Apt 1","Alturas CA 96101"
"Ms Mary A Williams","Blue Sky Mobile Home Park","501 N East A Street","Alturas CA 96101"
"Ms Mary E Williams","Blue Sky Mobile Home Park","401 S Danhauser Street","Alturas CA 96101"
"Ms Merry E Williams","Blick & Blick Oil Co","309 Forrest Avenue","Alturas CA 96101"
"Ms Michelle C Williams","Black And Decker","300 E 10th Street","Alturas CA 96101"
"Ms Michelle L Williams","Biosphere Zoo & Garden","605 N Main Street # 1","Alturas CA 96101"
"Ms Milagros L Willis","Biosphere Zoo & Garden","300 E 7th Street","Alturas CA 96101"
"Ms Mildred V Willis","Biosphere Zoo & Garden","1201 Kemble Street","Alturas CA 96101"
"Ms Nancy S Wilson","Biosphere Zoo & Garden","400 E 8th Street","Alturas CA 96101"
"Ms Natalia Wilson","Biosphere Zoo & Garden","500 E 7th Street","Alturas CA 96101"
"Ms Nikki L Wilson","Biosphere Zoo & Garden","201 E Mcdowell Avenue","Alturas CA 96101"
"Ms Olabisi Wilson","Biosphere Zoo & Garden","100 W 2nd Street","Alturas CA 96101"
"Ms Patricia A Wilson","Billy Ray Billy Bob Dinner On The Square","401 E 7th Street","Alturas CA 96101"
"Ms Patricia B Winchester","Billy Ray Billy Bob Dinner On The Square","501 N Warner Street","Alturas CA 96101"
"Ms Patricia L Winchester","Billy Ray Billy Bob Dinner On The Square","700 Bonner Street","Alturas CA 96101"
"Ms Patricia M Wingate","Billy Ray Billy Bob Dinner On The Square","101 W 3rd Street","Alturas CA 96101"
"Ms Patsy J Wingender","Billy Ray Billy Bob Dinner On The Square","500 N Warner Street","Alturas CA 96101"
"Ms Pauletta A Winterling","Billy Ray Billy Bob Dinner On The Square","100 N Nagle Street","Alturas CA 96101"
"Ms Pauline V Wirth","Billy Ray Billy Bob Dinner On The Square","800 W Carlos Street","Alturas CA 96101"
"Ms Peggy V Wise","Bibles Plus","200 S East Street","Alturas CA 96101"
"Ms Phyllis J Withrow","Bibles Plus","300 E 5th Street","Alturas CA 96101"
"Ms Phyllis M Witt","Bibles Plus","601 S East Street","Alturas CA 96101"
"Ms Rachel V Witt","Bibles Plus","800 W 1st Street","Alturas CA 96101"
"Ms Raymelle P Witt","Bibles Plus","201 E 3rd Street","Alturas CA 96101"
"Ms Ruby P Wittkopp","Bibles Plus","101 N Estes Street","Alturas CA 96101"
"Ms Ruth Woerner","Bibles Plus","201 S Court Street","Alturas CA 96101"
"Ms Sallie A Wojtowycz","Bible Believers","401 E 5th Street","Alturas CA 96101"
"Ms Sandra E Wolard","Beverlywood West","400 N Main Street","Alturas CA 96101"
"Ms Serena K Wolfe","Beverlywood West","600 N East C Street","Alturas CA 96101"
"Ms Shantay M Wolff","Beverlywood West","301 S Danhauser Street","Alturas CA 96101"
"Ms Sharon A Wong","Beverlywood West","1100 N East A Street","Alturas CA 96101"
"Ms Sharon A Wood","Beverlywood West","700 W 3rd Street","Alturas CA 96101"
"Ms Sheila J Wood","Beverlywood West","800 N Main Street","Alturas CA 96101"
"Ms Sherri L Woodard","Bethany Apts Office","100 E 8th Street","Alturas CA 96101"
"Ms Sheryl L Woods","Bethany Apts Office","1200 N East A Street","Alturas CA 96101"
"Ms Sylvia M Woodson","Benjamin Morris","1200 W Carlos Street","Alturas CA 96101"
"Ms Tammy C Woolery","Benjamin Morris","200 E 8th Street","Alturas CA 96101"
"Ms Tammy L Woolsoncroft","Benjamin Morris","701 Henderson Street","Alturas CA 96101"
"Ms Thelma E Woomer","Bell Atlantic","1100 W 1st Street","Alturas CA 96101"
"Ms Theresa L Wozar","Beling Consultants Inc.","701 Smyth Street","Alturas CA 96101"
"Ms Timolin R Wrick","Beling Consultants Inc.","1100 Henderson Street","Alturas CA 96101"
"Ms Twila D Wright","Belaire Apartments","300 N Howard Street","Alturas CA 96101"
"Ms Veronica L Wright","Bayamon Medical Plaza","1400 Kemble Street","Alturas CA 96101"
"Ms Willa M Wright","Barnes Apts","601 E 6th Street","Alturas CA 96101"
"Nappier M Wright","Barbara Wilson","100 W Mcdowell Avenue","Alturas CA 96101"
"Newsome E Wright","Bandelier Apts","601 Josephine Street","Alturas CA 96101"
"Nichols Sr Everett N Wright","Bandelier Apts","1301 N Court Street","Alturas CA 96101"
"Nieberline L Wright","Banco Nacional","1301 W 5th Street","Alturas CA 96101"
"Pepersack Sr Robert G Wright","Archy Filmores Tooth Repair","301 Smyth Street","Alturas CA 96101"
"Poling E Wright","Apaca Moving","201 E Modoc Street","Alturas CA 96101"
"Prettyman Wrobel","Antique Ufo Repair Service","201 S Court Street Ste A","Alturas CA 96101"
"Price A Wu","Antique Ufo Repair Service","1101 W 1st Street","Alturas CA 96101"
"Priller Jr Frederick D Wyatt","Antique Ufo Repair Service","401 Bonner Street","Alturas CA 96101"
"Wyble","Antique Ufo Repair Service","201 S Estes Street","Alturas CA 96101"
"Provenson Kenneth W W Yarber","Antique Ufo Repair Service","401 S East Street","Alturas CA 96101"
"Quigley B Yastrzemsky","Ann Jills Real Estate","2 Glen Street","Alturas CA 96101"
"R Ye","Ann Jills Real Estate","301 E 6th Street","Alturas CA 96101"
"Raphael Yeary","Ann Jills Real Estate","301 W Fourth Street","Alturas CA 96101"
"Raymond C Yeatman","Amite Building Supply","201 W Carlos Street","Alturas CA 96101"
